region,city,revenue,orders,quantity
CE,carire,144.79,3,3
RN,patu,144.49,3,3
BA,ubata,144.0,1,3
GO,mara rosa,143.9,2,2
MG,turvolandia,143.9,2,2
BA,barra,143.9,2,2
RS,santa barbara do sul,143.8,2,2
PR,ourizona,143.8,1,1
BA,nova fatima,143.8,1,1
SP,santa maria da serra,143.64,2,2
PE,capoeiras,143.0,1,1
SP,itirapina,142.9,2,2
SP,lucianopolis,142.9,2,4
RS,victor graeff,142.8,2,2
PR,chopinzinho,142.38,4,4
CE,parambu,141.86,4,5
RS,vila langaro,140.64,3,3
RJ,visconde de maua,140.59,3,3
MT,salto do ceu,140.39,2,2
CE,varzea alegre,140.29,2,2
SC,paial,139.99,1,1
BA,jussari,139.99,2,2
PB,alagoa grande,139.99,1,1
MG,central de santa helena,139.9,1,1
BA,cravolandia,139.9,1,1
MG,brejo bonito,139.9,1,1
RS,sao joao da urtiga,139.9,1,1
RS,alto alegre,139.9,1,1
PI,ilha grande,139.9,1,1
BA,tabocas do brejo velho,139.88,3,3
RJ,tres irmaos,139.8,1,2
PR,sao clemente,139.8,1,1
MG,sao geraldo da piedade,139.8,1,2
PR,jardim olinda,139.0,1,1
PR,adhemar de barros,139.0,1,1
MG,angustura,139.0,1,1
PB,caldas brandao,139.0,1,1
BA,dario meira,138.99,2,2
GO,simolandia,138.99,2,2
BA,oliveira dos brejinhos,138.9,2,2
MG,machacalis,138.89,2,2
PR,itaguaje,138.8,2,2
MA,satubinha,138.79,2,3
MG,senador firmino,138.57,2,2
PR,clevelandia,138.5,3,5
PR,iguatu,137.9,1,1
MA,pastos bons,137.9,2,2
BA,itapicuru,137.33,2,2
MT,gaucha do norte,136.48,2,3
MG,pirajuba,135.9,1,1
PB,cubati,135.89,2,2
MS,bataipora,135.3,1,1
TO,centenario,134.99,1,1
SP,estrela d oeste,134.9,1,1
PR,ibema,134.9,1,1
PE,quixada,134.9,1,1
MG,matutina,134.89,2,2
BA,pindai,134.8,2,2
MG,carrancas,134.79,3,3
GO,apore,134.64,1,1
ES,jacigua,134.49,2,2
MT,rio branco,133.88,4,4
SP,lupercio,133.79,3,3
GO,urutai,133.48,3,3
MT,itiquira,133.0,1,1
CE,madalena,132.9,1,1
PI,agua branca,132.9,2,2
MG,silvianopolis,132.5,3,3
SC,caibi,132.05,3,3
SP,nossa senhora do remedio,131.9,2,2
ES,iuna,131.0,2,2
BA,correntina,130.99,2,3
RS,seberi,130.39,2,2
SC,ipira,130.2,2,4
PB,inga,130.0,1,1
SC,lajeado grande,130.0,1,1
MG,ibiracatu,129.99,1,1
GO,sao luiz do norte,129.99,1,1
PE,agua preta,129.99,1,1
AL,luziapolis,129.99,1,1
PR,cruzeiro do iguacu,129.99,1,1
PR,maua da serra,129.99,2,2
PA,floresta do araguaia,129.99,1,1
RS,chiapetta,129.99,1,1
RN,carnauba dos dantas,129.99,1,1
MG,orizania,129.95,1,1
MG,grupiara,129.94,1,1
PR,amapora,129.9,2,3
BA,itagimirim,129.9,1,1
MG,itatiaiucu,129.9,2,2
RN,riacho da cruz,129.9,1,1
CE,flores,129.9,1,1
MT,porto estrela,129.9,1,1
PB,riacho de santo antonio,129.9,1,1
PB,araruna,129.9,1,1
PA,murucupi,129.9,1,1
GO,mairipotaba,129.77,1,1
PB,nova floresta,129.6,1,1
TO,araguacu,129.5,1,1
MG,corrego fundo,129.0,1,1
TO,carmolandia,129.0,1,1
SP,jeriquara,129.0,1,1
SP,alfredo marcondes,129.0,1,1
BA,mundo novo,129.0,1,1
MG,paula candido,129.0,1,1
MG,comercinho,129.0,1,1
PR,boa esperanca,129.0,1,1
PR,grandes rios,128.99,2,2
MT,castanheira,128.98,3,3
MG,santa cruz do prata,128.9,2,2
ES,brejetuba,128.89,1,1
MT,poxoreu,128.57,2,2
MA,sao domingos do maranhao,127.89,2,2
GO,corumba de goias,126.99,2,2
PR,farol,126.99,1,1
SC,angelina,126.99,1,1
RS,barao de cotegipe,126.89,2,2
BA,itagiba,126.89,2,2
PE,jatauba,126.89,2,2
SP,jaborandi,126.29,3,3
RN,sao fernando,125.9,1,1
MG,piau,125.89,2,2
SC,abdon batista,125.4,1,2
BA,sao desiderio,125.0,1,1
RS,charrua,125.0,1,1
RS,mariano moro,125.0,1,1
SP,natividade da serra,125.0,1,1
MT,tapurah,125.0,1,1
MG,inhauma,124.98,2,2
BA,brejoes,124.9,1,1
PR,imbau,124.2,2,2
MG,coracao de jesus,123.9,3,3
CE,barreira,123.89,1,1
MT,juscimeira,123.8,2,2
RN,felipe guerra,122.99,1,1
RS,maquine,122.99,1,1
GO,aurilandia,122.99,1,1
RS,sao nicolau,122.99,1,1
PR,santana,122.99,1,1
BA,ibirapua,122.99,1,1
RS,protasio alves,122.9,2,2
PE,caetes,122.9,1,1
BA,mascote,122.4,2,2
PR,doutor ulysses,122.0,1,2
SC,coronel martins,121.3,2,2
TO,divinopolis do tocantins,120.99,1,1
GO,araguapaz,120.9,2,2
RO,mirante da serra,120.9,1,1
SP,sao francisco,120.87,2,2
MG,passa tempo,120.0,1,1
MA,miranda do norte,120.0,1,1
TO,lajeado,120.0,1,1
MS,tacuru,120.0,1,1
BA,biritinga,120.0,1,1
RN,severiano melo,120.0,1,1
PB,pitanga de estrada,120.0,1,1
MG,morro do ferro,120.0,1,1
MG,sao joao das missoes,119.99,2,2
PI,santa cruz do piaui,119.99,1,1
RS,erebango,119.99,1,1
RS,nova araca,119.99,1,1
CE,mucambo,119.9,1,1
MG,bela vista de minas,119.9,1,1
MG,serranopolis de minas,119.9,1,1
SP,bora,119.9,1,1
MG,cachoeira dourada,119.9,1,1
ES,vila nelita,119.9,2,3
BA,wagner,119.9,1,1
GO,santo antonio de goias,119.9,1,1
GO,ipiranga de goias,119.9,1,1
MG,sardoa,119.9,1,1
RO,presidente medici,119.89,2,2
RS,silveira martins,119.8,1,2
MG,aracitaba,119.8,2,2
PB,areia,119.8,2,2
SC,morro grande,119.8,1,2
MG,antunes,119.8,1,1
RJ,sacra familia do tingua,119.8,1,1
SC,jose boiteux,119.7,1,3
MG,ferros,119.6,2,2
PB,bonito de santa fe,119.6,1,1
PA,mojui dos campos,119.59,2,2
BA,central,119.5,1,1
BA,saude,119.4,2,2
BA,maiquinique,119.4,1,1
MG,andrelandia,119.36,3,5
MG,senador modestino goncalves,119.32,2,2
MA,araguana,119.0,1,1
MG,campo alegre de minas,119.0,1,1
SP,meridiano,119.0,1,1
RS,andre da rocha,119.0,1,1
PR,sede alvorada,119.0,1,1
PR,sao jose da boa vista,118.99,1,1
SC,sao cristovao do sul,118.99,1,1
PR,quinta do sol,118.99,3,3
BA,ibitiara,118.9,1,1
SC,treviso,118.9,1,1
RS,alpestre,118.9,1,1
RO,guajara-mirim,118.89,3,3
BA,barro preto,118.8,1,1
MG,dionisio,118.8,2,2
PR,jardim alegre,118.38,2,2
SC,cerro negro,118.0,1,2
RO,cerejeiras,117.99,1,1
RN,marcelino vieira,117.7,1,1
MG,durande,117.49,2,2
PR,sao pedro do iguacu,117.3,1,1
PR,rancho alegre d'oeste,117.3,1,1
PR,iretama,117.3,1,1
MG,sao geraldo do baguari,117.3,1,1
SP,venda branca,117.3,1,1
MG,salto da divisa,116.98,2,2
MG,senhora de oliveira,116.9,2,4
MS,anastacio,116.9,2,2
MG,chale,116.4,2,2
MG,careacu,116.13,2,3
CE,quixelo,115.99,2,2
TO,duere,115.9,1,1
RS,coxilha,115.9,2,2
SP,jaci,115.89,2,2
MG,presidente kubitschek,115.43,2,2
PI,lagoinha do piaui,115.0,1,1
PI,luis correia,115.0,1,1
TO,aparecida do rio negro,115.0,1,1
PR,cantagalo,114.99,2,2
PE,sao domingos,114.94,1,1
PI,bocaina,114.9,1,1
TO,pugmil,114.9,1,1
MG,cruzeiro da fortaleza,114.9,2,2
GO,domiciano ribeiro,114.89,2,2
PB,conceicao,114.49,2,2
SC,luiz alves,114.0,2,2
MG,jacinto,113.99,2,2
MA,chapadinha,113.88,3,4
RN,lagoa nova,113.8,2,2
MS,pedro gomes,113.0,1,1
PB,alagoa nova,113.0,1,1
MA,sao joao batista,113.0,1,1
PR,nova santa barbara,113.0,1,1
GO,aragoiania,112.9,1,1
MG,estrela do indaia,112.8,2,2
SP,presidente alves,112.61,2,2
SP,neves paulista,112.58,3,3
PR,turvo,112.1,2,2
RS,cotipora,112.0,1,1
SP,mariapolis,111.9,2,2
BA,itagi,111.89,2,2
RN,extremoz,111.79,2,2
PR,manfrinopolis,111.0,1,1
RS,lindolfo collor,110.9,1,1
PR,ipiranga,110.89,3,3
PB,lagoa,110.0,1,1
CE,independencia,110.0,1,1
BA,wenceslau guimaraes,110.0,1,1
PI,caldeirao grande do piaui,110.0,1,1
MG,umburatiba,109.99,1,1
RS,ipiranga do sul,109.9,1,1
RN,jandaira,109.9,1,1
RS,caseiros,109.9,1,1
PB,arara,109.9,1,1
CE,missi,109.9,1,1
AL,sao jose da tapera,109.9,1,1
CE,ocara,109.89,2,2
RS,sao francisco de assis,109.89,2,2
SP,nova canaa paulista,109.89,2,2
CE,aiuaba,109.7,1,1
RS,herveiras,109.0,1,1
MG,japaraiba,108.9,1,1
GO,arenopolis,108.9,1,1
MG,francisco dumont,108.89,2,2
TO,parana,108.88,2,2
SP,tapirai,108.65,2,2
MG,itabirinha,108.0,1,1
SP,ajapi,108.0,1,1
PB,picui,107.99,2,2
BA,canarana,107.9,1,1
RS,capitao,107.8,1,2
SP,igaracu do tiete,107.69,4,4
MG,liberdade,107.23,3,3
SP,mombuca,107.14,3,3
TO,augustinopolis,107.0,1,1
PA,santa maria do para,106.99,2,2
SC,peritiba,106.9,2,2
MG,agua comprida,106.9,2,2
SP,anhembi,106.9,1,1
MG,varjao de minas,105.8,2,2
PI,itaueira,105.28,2,2
TO,colmeia,105.0,2,2
MG,quatituba,105.0,1,1
MA,presidente medici,105.0,1,1
PE,pombos,105.0,1,1
AL,dois riachos,104.99,1,1
RJ,conrado,104.9,1,1
MG,sao domingos das dores,104.9,2,2
MG,santo hipolito,104.4,1,1
ES,divino de sao lourenco,103.97,1,1
PR,tamarana,103.9,2,3
MG,crisolita,103.9,2,2
SC,lindoia do sul,103.9,1,1
PR,california,103.8,2,2
MG,pocoes de paineiras,102.89,1,2
PI,pimenteiras,102.5,2,2
MG,planura,102.16,2,2
ES,governador lindenberg,101.97,2,2
SP,guzolandia,101.62,1,1
ES,braco do rio,101.49,2,2
SC,sao bonifacio,101.0,1,1
BA,itubera,100.73,3,4
CE,oros,100.65,2,2
BA,dom basilio,100.28,3,4
SP,rubineia,100.0,1,1
RS,fortaleza dos valos,100.0,1,1
MG,silvano,99.99,1,1
BA,banzae,99.99,1,1
BA,barrocas,99.99,1,1
MA,brejo,99.99,1,1
BA,campo alegre de lourdes,99.99,1,1
SP,santa clara d'oeste,99.99,1,1
RN,tibau do sul,99.99,1,1
SC,fragosos,99.99,1,1
RJ,mussurepe,99.99,1,1
MG,inconfidentes,99.99,2,7
RS,santa maria do herval,99.99,1,1
SE,japaratuba,99.99,1,1
PE,nazare da mata,99.99,1,1
MG,brasopolis,99.99,1,1
MG,bonito de minas,99.99,1,1
MG,claro dos pocoes,99.99,1,1
CE,caridade,99.9,1,1
PA,nova timboteua,99.9,1,1
AL,cajueiro,99.9,1,1
SC,frei rogerio,99.9,1,1
MT,nova ubirata,99.9,1,1
PE,orobo,99.9,1,1
MG,sao vitor,99.9,1,1
RS,sao pedro do butia,99.9,1,1
PR,douradina,99.9,1,1
SP,novais,99.9,1,1
MG,olhos d'agua,99.9,1,1
BA,umburanas,99.9,1,1
MG,felisburgo,99.9,1,1
MG,coronel pacheco,99.9,1,1
RN,rodolfo fernandes,99.89,2,2
MG,alexandrita,99.8,1,2
SC,zortea,99.8,2,2
SP,getulina,99.8,2,2
RN,vila flor,99.73,1,1
AL,pilar,99.7,3,3
TO,pindorama do tocantins,99.66,2,2
DF,sobradinho,99.0,1,1
MA,formosa da serra negra,99.0,1,1
RS,barra do rio azul,99.0,1,1
SP,paulistania,99.0,1,1
BA,conceicao do almeida,99.0,1,1
BA,anguera,99.0,1,1
CE,palhano,99.0,1,1
PB,varzea,98.99,1,1
MT,sao felix do araguaia,98.8,1,2
RS,sao pedro do sul,98.7,1,1
BA,gentio do ouro,98.7,1,1
RS,barracao,98.49,2,2
CE,jaguaribara,98.0,1,1
BA,governador mangabeira,98.0,1,1
PA,monte alegre,98.0,1,2
MA,lago verde,98.0,1,1
MG,vermelho,98.0,1,1
GO,barro alto,97.9,1,1
SP,aramina,97.9,1,1
RJ,sao jose do ribeirao,97.9,1,1
BA,sitio do quinto,97.89,2,2
RS,eugenio de castro,97.0,1,1
MT,santo antonio do leverger,97.0,1,1
TO,ananas,96.8,1,1
MG,ingai,96.0,1,1
MG,sao bras do suacui,95.99,2,2
MA,benedito leite,95.9,1,1
RS,aguas claras,95.8,1,1
GO,planaltina de goias,95.6,2,2
PE,ferreiros,95.0,1,1
MA,sao benedito do rio preto,95.0,1,1
CE,meruoca,95.0,2,2
MT,ipiranga do norte,95.0,1,1
GO,goiandira,94.9,1,1
SP,gaviao peixoto,94.89,2,2
MG,patrocinio do muriae,94.8,2,2
MS,caracol,94.0,1,1
GO,portelandia,93.99,2,2
PR,entre rios do oeste,93.89,3,3
MA,boa vista do gurupi,93.89,2,2
PR,sao carlos do ivai,93.0,1,1
AL,pau d'arco,92.9,1,1
SP,coronel macedo,92.9,2,2
MG,vila pereira,92.8,1,1
PR,mandirituba,92.65,2,2
RS,aratiba,92.5,1,1
AC,epitaciolandia,92.34,1,1
BA,barro alto,91.99,2,2
SP,monte castelo,91.5,1,1
BA,planalto,91.0,1,1
RS,quevedos,90.9,2,2
PR,novo itacolomi,90.0,1,2
PB,manaira,90.0,1,1
MA,senador la rocque,90.0,1,1
MG,palmopolis,89.99,1,1
MG,vitorinos,89.99,1,1
MA,cajapio,89.99,1,1
SP,pontes gestal,89.99,1,1
SP,tapinas,89.99,1,1
PR,marilena,89.99,1,1
PR,paranapoema,89.99,1,1
MT,conquista d'oeste,89.99,1,1
PB,brejo dos santos,89.99,1,1
TO,peixe,89.99,1,1
GO,britania,89.99,1,1
PR,sao jorge do patrocinio,89.9,2,2
MG,braunas,89.9,1,1
ES,santa leopoldina,89.9,1,1
BA,retirolandia,89.9,1,1
MG,lamim,89.9,1,1
RS,pedras altas,89.9,1,1
AL,coite do noia,89.9,1,1
RJ,penedo,89.9,1,1
SE,itabi,89.9,1,1
PE,machados,89.9,1,1
PR,guapirama,89.9,1,1
MG,ilicinea,89.9,1,1
MS,coronel sapucaia,89.9,1,1
MA,santa rita,89.9,1,1
ES,vargem grande do soturno,89.9,1,1
RN,coronel joao pessoa,89.9,1,1
MG,estrela do sul,89.9,1,1
PR,contenda,89.9,1,1
ES,atilio vivacqua,89.9,1,1
GO,jaupaci,89.9,1,1
RO,cujubim,89.9,1,1
RR,bonfim,89.9,1,1
PR,bom sucesso,89.9,1,1
SP,redencao da serra,89.9,1,1
MS,bandeirantes,89.9,1,1
SP,riversul,89.9,1,1
PR,rancho alegre,89.9,1,1
PR,sao jorge d'oeste,89.9,1,1
SP,mogi-mirim,89.8,2,2
SP,macaubal,89.8,1,2
MG,capela nova,89.77,1,1
MG,fonseca,89.65,1,1
AL,atalaia,89.58,1,1
SC,aguas mornas,89.15,1,1
SE,aquidaba,89.0,1,1
RS,general camara,89.0,1,1
MG,arapua,89.0,1,1
PB,lucena,89.0,1,1
PB,sao francisco,89.0,1,1
PR,coronel domingos soares,89.0,1,1
MG,taparuba,89.0,1,1
RS,vanini,89.0,1,1
MG,antonio pereira,88.99,2,2
SP,sao pedro do turvo,88.9,2,2
MA,alto alegre do maranhao,88.9,1,1
DF,guara,88.79,2,2
MG,goiana,88.7,3,3
PE,xexeu,87.5,1,1
SE,carmopolis,87.31,2,2
MG,uniao de minas,87.09,3,3
RS,coqueiro baixo,86.99,2,2
PR,pato bragado,86.7,2,2
PB,sao mamede,86.0,1,1
BA,varzea nova,86.0,1,1
MA,moncao,85.99,1,1
AP,vitoria do jari,85.95,1,1
ES,novo brasil,85.9,1,1
MG,bom jesus da penha,85.89,2,2
PR,vila nova,85.47,2,2
SP,piquerobi,85.0,1,1
PI,lagoa do piaui,84.99,1,1
PB,montadas,84.99,1,1
MG,major porto,84.99,1,1
RN,janduis,84.99,1,1
RS,vila nova do sul,84.99,1,1
BA,caturama,84.99,2,2
PR,nova esperanca do sudoeste,84.99,1,1
PE,santo antonio das queimadas,84.99,1,1
BA,cotegipe,84.99,1,1
MG,entre folhas,84.99,1,1
PR,perola independente,84.9,1,1
PB,serra branca,84.9,1,1
BA,santa brigida,84.9,1,1
GO,itaguaru,84.89,2,2
TO,esperantina,84.44,1,1
MG,guarda-mor,83.9,2,2
RS,senador salgado filho,83.8,1,1
GO,turvania,83.7,2,2
GO,ouro verde de goias,82.9,1,1
GO,itaguacu,82.89,2,2
RS,tres forquilhas,82.8,1,1
GO,jussara,82.79,3,3
MG,riachinho,82.34,2,2
SP,santa salete,81.99,1,1
SP,candido rodrigues,81.79,4,4
RS,sinimbu,81.78,2,2
CE,assare,81.0,1,1
TO,barrolandia,80.99,2,2
BA,piata,80.98,2,3
MG,bias fortes,80.9,2,2
MG,ouro verde de minas,80.79,2,2
MA,sao joao do paraiso,80.04,1,1
SE,monte alegre de sergipe,80.0,1,1
PB,assuncao,80.0,1,1
PR,perobal,80.0,1,1
RS,barao do triunfo,79.99,1,1
SC,coronel freitas,79.99,1,1
PE,cha de alegria,79.99,1,1
SP,iaras,79.99,1,1
SE,nossa senhora de lourdes,79.99,1,1
RN,frutuoso gomes,79.99,1,1
MG,ewbank da camara,79.99,1,1
RS,monte belo do sul,79.98,1,2
MG,materlandia,79.98,2,2
MA,vargem grande,79.9,1,1
ES,ponto belo,79.9,1,1
SP,ubirajara,79.9,1,1
MA,santa luzia do parua,79.9,1,1
BA,filadelfia,79.9,1,1
PR,campo bonito,79.9,1,1
MG,campo azul,79.9,1,1
RS,dezesseis de novembro,79.9,1,1
MG,olaria,79.9,1,1
PR,querencia do norte,79.9,1,1
SC,paraiso,79.9,1,1
BA,andarai,79.9,1,1
ES,paraju,79.9,1,1
RS,rio dos indios,79.9,1,1
AL,novo lino,79.9,1,1
RS,santana da boa vista,79.89,2,2
BA,elisio medrado,79.82,2,2
PE,sao joaquim do monte,79.0,1,1
TO,praia norte,79.0,1,1
GO,divinopolis de goias,79.0,1,1
GO,teresina de goias,79.0,1,1
RS,ipiranga,79.0,1,1
SP,nantes,79.0,1,1
CE,banabuiu,79.0,1,1
RJ,santa rita da floresta,79.0,1,1
SP,rincao,79.0,1,1
MA,vitoria do mearim,78.9,2,2
MG,sao francisco de paula,78.89,2,2
SP,vargem,78.8,2,2
PE,aracoiaba,78.67,2,2
TO,almas,78.0,1,2
PA,aurora do para,78.0,1,1
PI,inhuma,78.0,1,1
SC,monte castelo,78.0,1,1
MG,santo antonio do aventureiro,77.99,1,1
RS,sao jose do inhacora,77.99,1,1
MT,figueiropolis d'oeste,77.98,2,2
SE,cristinapolis,77.9,1,1
MG,sapucaia,77.9,1,1
BA,paripiranga,77.71,2,2
MG,alagoa,77.68,1,1
MG,juvenilia,77.48,2,3
SP,suzanapolis,76.9,1,1
RS,augusto pestana,76.88,2,2
MS,deodapolis,76.8,2,2
SE,campo do brito,76.8,1,1
PR,engenheiro beltrao,76.8,2,2
MG,bras pires,76.8,2,2
CE,antonina do norte,76.8,1,2
MG,brasilandia de minas,76.25,1,1
BA,aracatu,75.99,1,1
AL,ibateguara,75.9,2,2
PR,pirapo,75.27,1,1
SP,nova guataporanga,75.0,1,1
SP,guatapara,75.0,1,1
MG,felixlandia,75.0,1,1
MS,jaraguari,75.0,2,2
PB,jerico,75.0,1,1
MG,dom cavati,74.99,1,1
RS,lagoa dos tres cantos,74.9,1,1
MG,nacip raydan,74.9,1,1
SC,novo horizonte,74.9,1,1
MG,frei gaspar,74.9,1,1
AC,porto acre,74.9,1,1
SP,cassia dos coqueiros,74.9,1,1
SP,espigao,74.89,2,2
BA,adustina,74.8,1,1
PR,alto alegre do iguacu,74.7,2,3
PR,adrianopolis,73.9,1,1
RS,santo antonio do palma,73.89,2,2
MA,joselandia,73.35,1,1
MG,pedra do indaia,72.99,1,1
MG,monte formoso,72.99,2,2
RO,cacaulandia,72.9,1,1
PR,mato rico,72.9,1,1
CE,itarema,72.9,1,1
PI,avelino lopes,72.89,2,2
BA,arraial d ajuda,72.62,1,1
SP,serra azul,72.5,1,1
BA,salobro,72.2,1,1
MA,matoes,72.0,1,1
BA,piripa,71.99,2,2
SP,termas de ibira,71.9,1,1
RS,taquarucu do sul,70.0,1,1
SC,bom retiro,70.0,1,1
MG,ravena,69.99,1,1
PB,juripiranga,69.99,1,1
SP,planalto,69.99,1,1
MS,anaurilandia,69.99,1,1
MT,itanhanga,69.99,1,1
SP,cipo-guacu,69.99,1,1
RS,piratini,69.9,1,1
MG,itutinga,69.9,1,1
ES,laranja da terra,69.9,1,1
BA,boquira,69.9,1,1
RJ,macuco,69.9,1,1
MG,sao francisco do gloria,69.9,1,1
PR,vila reis,69.9,1,1
RO,ministro andreazza,69.9,1,1
PR,formosa do oeste,69.9,1,1
PR,florida,69.9,1,1
MG,glaura,69.9,1,1
MG,moeda,69.9,1,1
RS,nova padua,69.9,1,1
MG,morro do pilar,69.9,1,1
SP,onda verde,69.81,1,1
MG,cascalho rico,69.0,1,1
PA,igarape-acu,69.0,1,1
MS,anhandui,69.0,1,1
PI,lagoa de sao francisco,68.99,1,1
RS,guarani das missoes,68.66,2,2
PR,ilha dos valadares,67.99,1,1
RJ,valao do barro,67.1,1,1
PR,conselheiro mairinck,67.0,1,1
SP,buritizal,66.99,2,2
MG,rio doce,66.0,1,2
RN,angicos,65.99,1,1
MG,bertopolis,65.9,1,1
PR,santo inacio,65.9,1,1
MG,capitao eneas,65.6,1,2
PR,serra dos dourados,65.0,1,1
MA,goncalves dias,65.0,1,1
SE,ribeiropolis,65.0,1,1
PE,alianca,64.99,1,1
SP,paranapua,64.99,2,2
BA,teodoro sampaio,64.9,1,1
PE,itaquitinga,64.89,2,2
AL,matriz de camaragibe,64.0,1,1
RS,sao jorge,63.99,1,1
RJ,passa tres,63.85,2,2
PR,guairaca,63.8,1,2
BA,anage,63.8,1,2
AL,agua branca,63.8,1,2
BA,cristopolis,63.41,2,2
RS,garruchos,62.9,1,1
MS,terenos,62.89,1,1
RN,pedro velho,61.99,1,1
RS,tapera,61.8,1,1
BA,ibipeba,61.7,1,1
BA,muquem do sao francisco,61.32,2,2
SP,pontalinda,60.8,2,2
SP,taiacu,60.5,1,1
MG,pavao,60.0,1,1
SP,guarapua,60.0,1,1
RS,novo machado,59.99,1,1
PA,morada nova,59.99,1,1
MG,camacho,59.99,1,1
BA,jandaira,59.99,1,1
RJ,itacurussa,59.9,1,1
MG,lagoa dos patos,59.9,1,1
MS,brasilandia,59.9,1,1
SP,sarutaia,59.9,1,1
SP,oleo,59.9,1,1
MG,santa rita do itueto,59.9,1,1
SP,palmares paulista,59.9,1,1
PA,mocajuba,59.9,1,1
MG,sao domingos,59.9,1,1
MG,mesquita,59.9,1,1
RS,rainha do mar,59.9,1,1
RS,cerrito,59.9,1,1
MG,pinhotiba,59.9,1,1
TO,buriti do tocantins,59.9,1,1
TO,fatima,59.9,1,1
RN,messias targino,59.9,1,1
ES,praia grande,59.9,1,1
SP,pedranopolis,59.9,1,1
MG,padre paraiso,59.9,1,1
PR,sao miguel do cambui,59.9,1,1
RS,porto lucena,59.89,1,1
MG,sao mateus de minas,59.88,1,1
SP,salmourao,59.88,2,2
MG,campo florido,59.8,1,2
AC,brasileia,59.7,1,3
RS,jacuizinho,59.54,1,1
SC,galvao,59.5,1,1
MT,novo mundo,59.15,1,1
SC,rio rufino,59.0,1,1
SP,jamaica,59.0,1,1
CE,lages,59.0,1,1
MG,queixada,59.0,1,1
BA,lamarao,59.0,1,1
CE,croata,58.99,1,1
CE,uruburetama,58.99,1,1
GO,hidrolandia,58.99,1,1
PB,pilar,58.99,1,1
PR,nova america da colina,58.99,1,1
SP,anhumas,58.99,1,1
MG,paineiras,58.99,1,1
BA,cairu,58.99,1,1
PR,palmeirinha,58.92,2,2
BA,castro alves,58.9,2,2
PR,porto amazonas,58.79,2,2
PR,matelandia,57.98,2,2
MS,sonora,57.98,2,2
AM,itacoatiara,57.98,1,2
PR,barra do jacare,57.9,1,1
RJ,bacaxa,57.9,1,1
MG,dores de guanhaes,57.9,1,1
BA,caem,57.9,1,1
MG,rubelita,57.89,1,1
RS,itaara,56.99,1,1
BA,varzea do poco,56.99,1,1
RJ,piao,56.99,1,1
PR,santa cecilia do pavao,56.99,1,1
BA,condeuba,56.99,1,1
PR,alto paraiso,56.99,1,1
SP,iacri,56.98,2,2
PR,inaja,56.9,2,2
ES,sao joao do sobrado,55.92,1,1
BA,dom macedo costa,55.9,1,1
MG,jaguaracu,55.9,1,1
BA,itamira,55.9,2,2
TO,arapoema,55.9,1,1
MG,berilo,55.9,1,1
PR,campo do tenente,55.9,1,1
SP,itaoca,55.8,1,1
CE,taperuaba,55.49,1,1
SP,balbinos,55.32,1,1
BA,salinas da margarida,55.0,1,1
MS,porto murtinho,55.0,1,1
RS,novo cabrais,55.0,1,1
MG,tocos do moji,55.0,1,1
PR,alto sao joao,54.99,1,1
BA,amargosa,54.99,1,1
SP,pereiras,54.99,1,1
MG,canaa,54.99,1,1
BA,carnaiba do sertao,54.98,1,2
CE,itapiuna,54.98,2,2
PB,santo andre,54.9,1,1
PB,prata,54.9,1,1
RS,pouso novo,54.9,1,1
SC,guaraciaba,54.9,1,1
RS,sete de setembro,54.9,1,1
PR,nossa senhora das gracas,54.8,2,2
MG,monsenhor paulo,53.99,1,1
BA,sento se,53.99,1,1
PR,santana do itarare,53.9,1,1
MS,angelica,53.9,1,1
MG,cajuri,53.9,1,1
SC,lebon regis,53.9,1,1
GO,brazabrantes,53.5,2,2
SC,presidente nereu,52.99,1,1
RS,cerro grande,52.9,1,1
RS,gramado xavier,52.9,1,1
RS,nova boa vista,52.9,1,1
BA,ibirataia,52.8,2,2
MG,sao thome das letras,52.8,2,2
MG,sao benedito,52.64,1,1
SP,piacatu,51.19,1,1
GO,nova america,51.0,1,1
RN,vicosa,50.9,1,1
ES,pacotuba,50.9,1,1
RS,padre gonzales,50.0,1,1
PB,pedra lavrada,50.0,1,1
MG,serra do salitre,49.99,1,1
GO,mossamedes,49.99,1,1
MG,pratapolis,49.99,1,1
GO,nova roma,49.99,1,1
SP,bandeirantes d'oeste,49.99,1,1
BA,cocos,49.99,1,1
MG,amparo da serra,49.95,1,1
RN,pedra preta,49.9,1,1
AL,murici,49.9,1,1
RS,almirante tamandare do sul,49.9,1,1
SP,palmeira d oeste,49.9,1,1
SC,rio dos cedros,49.9,1,1
MG,santana de pirapama,49.9,1,1
RS,selbach,49.9,1,1
MG,patis,49.9,1,1
MG,miradouro,49.9,1,1
RS,pinto bandeira,49.9,1,1
MG,caparao,49.9,1,1
MA,santa quiteria do maranhao,49.9,1,1
BA,chorrocho,49.9,1,1
RJ,pureza,49.9,1,1
PR,guaraquecaba,49.9,1,1
AL,maribondo,49.9,1,1
PA,juruti,49.9,1,1
DF,ceilandia,49.9,1,1
PR,santa margarida,49.9,1,1
ES,quilometro 14 do mutum,49.9,1,1
SC,santa terezinha,49.9,1,1
SC,agrolandia,49.9,1,1
SC,calmon,49.9,1,1
PR,bocaiuva do sul,49.89,2,2
SP,corumbatai,49.59,2,2
PR,doce grande,49.49,1,1
RS,jacutinga,49.39,1,1
MT,sao jose do xingu,49.3,1,1
MG,baguari,49.0,1,1
PE,tamandare,49.0,1,1
