hierarchy_type,level_1,level_2,level_3,level_4
Region,SC,tres barras,,
Region,PI,gilbues,,
Region,PE,camutanga,,
Region,PR,curiuva,,
Region,PB,bananeiras,,
Region,PR,colonia vitoria,,
Region,PE,oroco,,
Region,PE,ibimirim,,
Region,PR,angulo,,
Region,MG,carneirinho,,
Region,SC,irani,,
Region,MG,verissimo,,
Region,SP,barra do turvo,,
Region,BA,santa ines,,
Region,PR,tibagi,,
Region,RS,planalto,,
Region,MT,novo sao joaquim,,
Region,SP,cruzalia,,
Region,GO,americano do brasil,,
Region,PE,itapissuma,,
Region,SC,aguas frias,,
Region,SP,guariroba,,
Region,SC,agua doce,,
Region,PR,diamante d'oeste,,
Region,RS,vila flores,,
Region,CE,maranguape,,
Region,SP,iepe,,
Region,MA,cajari,,
Region,BA,taboquinhas,,
Region,RN,sao jose do campestre,,
Region,MG,laranjal,,
Region,SE,pirambu,,
Region,BA,wanderley,,
Region,AC,xapuri,,
Region,SP,rechan,,
Region,MG,ubaporanga,,
Region,SP,canitar,,
Region,BA,santa teresinha,,
Region,MG,sao pedro da uniao,,
Region,RS,tupandi,,
Region,CE,pereiro,,
Region,AM,humaita,,
Region,PR,congonhinhas,,
Region,PB,santa luzia,,
Region,RS,arroio do tigre,,
Region,RO,sao francisco do guapore,,
Region,RJ,monnerat,,
Region,PB,coremas,,
Region,MG,riacho dos machados,,
Region,ES,jeronimo monteiro,,
Region,SP,motuca,,
Region,PR,urai,,
Region,GO,leopoldo de bulhoes,,
Region,MG,porteirinha,,
Region,SC,balneario gaivota,,
Region,MG,antonio prado de minas,,
Region,MG,abre campo,,
Region,SC,ipumirim,,
Region,MG,aiuruoca,,
Region,PE,itapetim,,
Region,SP,santo expedito,,
Region,SC,nossa senhora de caravaggio,,
Region,TO,novo alegre,,
Region,MA,porto franco,,
Region,BA,coracao de maria,,
Region,MG,sao joao do oriente,,
Region,SP,americo de campos,,
Region,BA,bom jesus da serra,,
Region,BA,pilao arcado,,
Region,RS,formigueiro,,
Region,PR,renascenca,,
Region,MG,medeiros,,
Region,MS,paranhos,,
Region,RO,candeias do jamari,,
Region,ES,vargem alta,,
Region,RS,ibiaca,,
Region,SC,sao jose do cerrito,,
Region,SC,ouro,,
Region,MG,campanario,,
Region,MG,cassia,,
Region,PB,ibiara,,
Region,MG,sao sebastiao do rio verde,,
Region,BA,ibiraja,,
Region,GO,doverlandia,,
Region,RS,gaurama,,
Region,BA,araci,,
Region,BA,sao francisco do conde,,
Region,MG,ribeirao vermelho,,
Region,MG,itapeva,,
Region,SP,aguas de sao pedro,,
Region,PR,serranopolis do iguacu,,
Region,BA,santaluz,,
Region,PR,ivate,,
Region,GO,pirenopolis,,
Region,MS,miranda,,
Region,SP,vista alegre do alto,,
Region,MS,itaquirai,,
Region,BA,barra do tarrachil,,
Region,BA,itiuba,,
Region,SP,pardinho,,
Region,PR,perola,,
Region,SC,chapadao do lageado,,
Region,MG,dom vicoso,,
Region,RS,palmitinho,,
Region,SP,santo antonio do jardim,,
Region,MA,magalhaes de almeida,,
Region,TO,cariri do tocantins,,
Region,MG,vargem grande do rio pardo,,
Region,MG,santana da vargem,,
Region,PR,itambe,,
Region,BA,angical,,
Region,PB,alagoinha,,
Region,PB,livramento,,
Region,CE,ipaumirim,,
Region,PR,itambaraca,,
Region,MG,papagaios,,
Region,BA,itamari,,
Region,PB,frei martinho,,
Region,PI,buriti dos lopes,,
Region,CE,araripe,,
Region,RS,monte alverne,,
Region,PE,vicencia,,
Region,SC,jabora,,
Region,PE,pedra,,
Region,MG,inimutaba,,
Region,SP,arealva,,
Region,ES,alto rio novo,,
Region,PR,janiopolis,,
Region,MG,setubinha,,
Region,MG,cabeceira grande,,
Region,GO,maurilandia,,
Region,MG,itapagipe,,
Region,MG,recreio,,
Region,MG,romaria,,
Region,RN,sao vicente,,
Region,SC,sangao,,
Region,PB,mari,,
Region,SC,atalanta,,
Region,PE,santa cruz,,
Region,PB,itaporanga,,
Region,PR,saudade do iguacu,,
Region,PR,sao joao do triunfo,,
Region,SC,sao pedro de alcantara,,
Region,PR,rondon,,
Region,CE,abaiara,,
Region,PR,indianopolis,,
Region,MT,vera,,
Region,RS,arvorezinha,,
Region,RS,nova alvorada,,
Region,SC,jacinto machado,,
Region,RS,capao do cipo,,
Region,MG,novo oriente de minas,,
Region,SP,trabiju,,
Region,MT,feliz natal,,
Region,AL,uniao dos palmares,,
Region,MG,goiabeira,,
Region,MA,paraibano,,
Region,PE,santa terezinha,,
Region,PR,salto do itarare,,
Region,ES,mucurici,,
Region,PR,borrazopolis,,
Region,RS,nova esperanca do sul,,
Region,PR,altamira do parana,,
Region,MG,cocais,,
Region,BA,rio do antonio,,
Region,PB,soledade,,
Region,MT,alto garcas,,
Region,RS,dona francisca,,
Region,PB,princesa isabel,,
Region,PI,jose de freitas,,
Region,BA,mucuge,,
Region,MS,bataypora,,
Region,SC,major vieira,,
Region,SC,anita garibaldi,,
Region,PR,santo antonio do caiua,,
Region,SP,bernardino de campos,,
Region,RS,minas do leao,,
Region,MS,jardim,,
Region,BA,nova soure,,
Region,MG,icarai de minas,,
Region,PR,nova fatima,,
Region,SC,nova erechim,,
Region,RS,restinga seca,,
Region,AL,olho d'agua das flores,,
Region,CE,miraima,,
Region,RO,urupa,,
Region,MG,igaratinga,,
Region,MG,alterosa,,
Region,AL,jequia da praia,,
Region,BA,buritirama,,
Region,PR,quatigua,,
Region,MG,campo do meio,,
Region,TO,formoso do araguaia,,
Region,MG,pouso alto,,
Region,RJ,engenheiro passos,,
Region,SE,caninde de sao francisco,,
Region,BA,humildes,,
Region,MA,presidente juscelino,,
Region,SC,armazem,,
Region,MG,divinesia,,
Region,AL,santana do ipanema,,
Region,CE,cedro,,
Region,PE,cortes,,
Region,MA,campestre do maranhao,,
Region,RS,glorinha,,
Region,SP,potim,,
Region,BA,itaguacu da bahia,,
Region,SE,brejo grande,,
Region,SC,riqueza,,
Region,PB,sume,,
Region,SP,sarapui,,
Region,PA,vigia,,
Region,MG,santa helena de minas,,
Region,PE,buenos aires,,
Region,MG,pirauba,,
Region,SP,ipigua,,
Region,MG,luisburgo,,
Region,BA,sapeacu,,
Region,CE,potengi,,
Region,MT,nova monte verde,,
Region,MG,vargem alegre,,
Region,PA,itaituba,,
Region,MS,ivinhema,,
Region,PR,inacio martins,,
Region,ES,irupi,,
Region,PA,moju,,
Region,RS,ametista do sul,,
Region,MA,santa luzia,,
Region,RJ,anta,,
Region,PA,porto trombetas,,
Region,SP,ocaucu,,
Region,MG,carmesia,,
Region,MG,santana dos montes,,
Region,RO,buritis,,
Region,RJ,sao jose do turvo,,
Region,MG,carvalhopolis,,
Region,RN,galinhos,,
Region,RS,osvaldo kroeff,,
Region,MG,araponga,,
Region,MG,santo antonio do grama,,
Region,PB,junco do serido,,
Region,CE,pentecoste,,
Region,MA,candido mendes,,
Region,SP,manduri,,
Region,AL,sao luis do quitunde,,
Region,BA,pau brasil,,
Region,SC,paulo lopes,,
Region,ES,muniz freire,,
Region,ES,presidente kennedy,,
Region,SC,maracana,,
Region,SP,campina do monte alegre,,
Region,GO,nazario,,
Region,RN,serra de sao bento,,
Region,GO,paranaiguara,,
Region,SP,rosana,,
Region,PI,piracuruca,,
Region,BA,caraibas,,
Region,MG,jampruca,,
Region,MG,caiana,,
Region,TO,pedro afonso,,
Region,SE,neopolis,,
Region,RS,muliterno,,
Region,PE,buique,,
Region,PE,joaquim nabuco,,
Region,MT,porto esperidiao,,
Region,BA,presidente tancredo neves,,
Region,PR,sao tome,,
Region,MG,pimenta,,
Region,GO,alto horizonte,,
Region,MG,chaveslandia,,
Region,MG,delfinopolis,,
Region,RS,parai,,
Region,PR,cafeara,,
Region,MG,luizlandia do oeste,,
Region,RS,ibiraiaras,,
Region,MG,cantagalo,,
Region,CE,novo oriente,,
Region,PE,moreilandia,,
Region,PE,flores,,
Region,SP,mendonca,,
Region,BA,itape,,
Region,PE,quipapa,,
Region,AL,canapi,,
Region,BA,itanhem,,
Region,MG,mamonas,,
Region,TO,silvanopolis,,
Region,RS,boa vista do burica,,
Region,RN,barauna,,
Region,RN,sao paulo do potengi,,
Region,RJ,portela,,
Region,RN,japi,,
Region,RN,tenente ananias,,
Region,MG,itamogi,,
Region,CE,iracema,,
Region,MG,bonfim,,
Region,SP,espirito santo do turvo,,
Region,SP,sete barras,,
Region,RS,ciriaco,,
Region,AL,piacabucu,,
Region,PE,sao jose do belmonte,,
Region,PA,benevides,,
Region,PA,sao joao de pirabas,,
Region,MG,santana do manhuacu,,
Region,MG,alpercata,,
Region,SE,tomar do geru,,
Region,BA,quijingue,,
Region,RS,boqueirao do leao,,
Region,SC,ibicare,,
Region,SP,estrela d'oeste,,
Region,PA,sao domingos do araguaia,,
Region,SP,santa mercedes,,
Region,MT,sao jose dos quatro marcos,,
Region,BA,olindina,,
Region,BA,rio de contas,,
Region,SP,aparecida de sao manuel,,
Region,BA,sao felix do coribe,,
Region,SP,luiziania,,
Region,MS,corguinho,,
Region,ES,rio bananal,,
Region,MG,santo antonio do itambe,,
Region,MG,resende costa,,
Region,PB,pocinhos,,
Region,PE,mirandiba,,
Region,MT,vila rica,,
Region,SE,nossa senhora da gloria,,
Region,MG,santa cruz de salinas,,
Region,SC,grao para,,
Region,MT,uniao do sul,,
Region,PA,placas,,
Region,TO,pequizeiro,,
Region,AL,sao jose da laje,,
Region,CE,mombaca,,
Region,MS,agua clara,,
Region,MG,coronel murta,,
Region,MG,merces,,
Region,AL,boca da mata,,
Region,CE,uruoca,,
Region,MG,divinolandia de minas,,
Region,PE,triunfo,,
Region,RJ,laje do muriae,,
Region,PB,puxinana,,
Region,PE,sao jose da coroa grande,,
Region,MG,varzelandia,,
Region,SP,rubiacea,,
Region,BA,lencois,,
Region,BA,quixabeira,,
Region,SP,gastao vidigal,,
Region,RS,condor,,
Region,MG,sericita,,
Region,SP,mineiros do tiete,,
Region,SC,antonio carlos,,
Region,PE,rio formoso,,
Region,PE,joao alfredo,,
Region,RJ,santo eduardo,,
Region,RS,progresso,,
Region,MT,tabapora,,
Region,CE,carnaubal,,
Region,PR,lunardelli,,
Region,AL,maravilha,,
Region,AL,batalha,,
Region,BA,crisopolis,,
Region,PR,guamiranga,,
Region,PR,mercedes,,
Region,MG,rubim,,
Region,SP,queluz,,
Region,MG,monte alegre de minas,,
Region,MG,alto rio doce,,
Region,SP,ilha comprida,,
Region,SC,irineopolis,,
Region,RS,rodeio bonito,,
Region,SC,timbe do sul,,
Region,SE,telha,,
Region,MG,alto jequitiba,,
Region,PR,doutor camargo,,
Region,MG,alvarenga,,
Region,PI,barras,,
Region,SC,meleiro,,
Region,RS,vale real,,
Region,SP,guapiara,,
Region,MG,cristiano otoni,,
Region,RS,santo expedito do sul,,
Region,SE,tobias barreto,,
Region,RS,gramado dos loureiros,,
Region,PE,terra nova,,
Region,RS,acegua,,
Region,SP,coroados,,
Region,RS,morro redondo,,
Region,PR,lupionopolis,,
Region,SP,ribeira,,
Region,MG,imbe de minas,,
Region,PR,santo antonio do sudoeste,,
Region,SC,passos maia,,
Region,MG,leandro ferreira,,
Region,RS,manoel viana,,
Region,MG,cristais,,
Region,SP,santa ernestina,,
Region,PR,nova laranjeiras,,
Region,AL,igreja nova,,
Region,CE,milha,,
Region,SP,sao jose do barreiro,,
Region,SP,cabralia paulista,,
Region,MG,descoberto,,
Region,BA,riachao das neves,,
Region,MG,sao sebastiao do maranhao,,
Region,SP,santo antonio da alegria,,
Region,MG,frei lagonegro,,
Region,BA,nova vicosa,,
Region,MA,sao vicente ferrer,,
Region,BA,itapitanga,,
Region,PB,agua branca,,
Region,CE,catarina,,
Region,MT,carlinda,,
Region,PE,tacaratu,,
Region,SC,agronomica,,
Region,MG,prados,,
Region,MG,jequitai,,
Region,PE,riacho das almas,,
Region,MG,sao jose do goiabal,,
Region,PE,bodoco,,
Region,RS,colorado,,
Region,PR,boa vista da aparecida,,
Region,SP,flora rica,,
Region,MA,guimaraes,,
Region,SP,pinheiros,,
Region,PE,sao vicente ferrer,,
Region,PB,uirauna,,
Region,GO,cumari,,
Region,PR,nova cantu,,
Region,PR,bom jesus do sul,,
Region,CE,dourado,,
Region,MG,bom jesus do amparo,,
Region,RS,herval,,
Region,RO,colorado do oeste,,
Region,MG,guaraciaba,,
Region,SP,mirante do paranapanema,,
Region,MG,macuco de minas,,
Region,RS,fontoura xavier,,
Region,MG,capitao andrade,,
Region,PE,calcado,,
Region,MG,andrequice,,
Region,MG,morro da garca,,
Region,GO,palminopolis,,
Region,SP,galia,,
Region,RN,lagoa de velhos,,
Region,PB,curral de cima,,
Region,SC,santa rosa do sul,,
Region,MA,alto alegre do pindare,,
Region,PR,tunas do parana,,
Region,PB,fagundes,,
Region,MG,capetinga,,
Region,RN,francisco dantas,,
Region,PA,sao sebastiao da boa vista,,
Region,SP,zacarias,,
Region,SP,irapua,,
Region,SP,mira estrela,,
Region,TO,arraias,,
Region,CE,ibiapina,,
Region,MS,itapora,,
Region,MS,aquidauana,,
Region,RS,novo barreiro,,
Region,SE,general maynard,,
Region,BA,santana,,
Region,BA,serra dourada,,
Region,PR,flor da serra do sul,,
Region,GO,diorama,,
Region,RS,salto do jacui,,
Region,MG,conceicao do formoso,,
Region,BA,urucuca,,
Region,MG,cachoeira do brumado,,
Region,MG,piumhi,,
Region,GO,padre bernardo,,
Region,PR,itaipulandia,,
Region,AC,manoel urbano,,
Region,PI,campo alegre do fidalgo,,
Region,PR,ipora,,
Region,TO,couto de magalhaes,,
Region,SC,turvo,,
Region,BA,presidente dutra,,
Region,PR,sao joao do ivai,,
Region,SP,lourdes,,
Region,MA,mata roma,,
Region,SP,floreal,,
Region,BA,jaguaquara,,
Region,RS,ajuricaba,,
Region,BA,planaltino,,
Region,MG,diogo de vasconcelos,,
Region,MG,divisa alegre,,
Region,MG,santana do deserto,,
Region,MG,moema,,
Region,SP,botelho,,
Region,SC,sao bernardino,,
Region,MG,ressaquinha,,
Region,MS,vicentina,,
Region,MG,berizal,,
Region,CE,iraucuba,,
Region,MT,curvelandia,,
Region,CE,tururu,,
Region,RS,santo antonio do planalto,,
Region,PA,curralinho,,
Region,CE,erere,,
Region,PR,wenceslau braz,,
Region,PA,ipixuna do para,,
Region,MG,bugre,,
Region,PR,paraiso do norte,,
Region,RS,ararica,,
Region,MG,montezuma,,
Region,SP,alvares florence,,
Region,MT,jaciara,,
Region,BA,abare,,
Region,TO,goianorte,,
Region,SP,herculandia,,
Region,MG,santa rita do ibitipoca,,
Region,RS,cerro grande do sul,,
Region,BA,teofilandia,,
Region,RN,areia branca,,
Region,RS,tuparendi,,
Region,SC,trombudo central,,
Region,PR,cerro azul,,
Region,SC,botuvera,,
Region,RS,ilopolis,,
Region,GO,hidrolina,,
Region,SC,santa rosa de lima,,
Region,PB,sao jose dos cordeiros,,
Region,MG,arantina,,
Region,SP,avai,,
Region,PA,santa barbara do para,,
Region,GO,campinacu,,
Region,SE,japoata,,
Region,BA,saubara,,
Region,SP,aparecida de monte alto,,
Region,AL,porto de pedras,,
Region,SP,alambari,,
Region,PI,redencao do gurgueia,,
Region,BA,xique-xique,,
Region,SP,engenheiro balduino,,
Region,MG,senador amaral,,
Region,BA,cipo,,
Region,RS,mato leitao,,
Region,PR,palmital,,
Region,CE,fortim,,
Region,MA,pocao de pedras,,
Region,RS,salvador do sul,,
Region,SC,campo alegre,,
Region,SE,umbauba,,
Region,MG,fruta de leite,,
Region,MA,sambaiba,,
Region,PA,oeiras do para,,
Region,SP,santa rita d'oeste,,
Region,PR,paranacity,,
Region,MG,sao goncalo do abaete,,
Region,RS,roca sales,,
Region,RN,martins,,
Region,BA,conceicao do jacuipe,,
Region,RS,sarandi,,
Region,RS,tavares,,
Region,MG,guape,,
Region,SC,rio das antas,,
Region,GO,corumbaiba,,
Region,SC,xavantina,,
Region,RS,nonoai,,
Region,MA,bom jesus das selvas,,
Region,MG,tiros,,
Region,GO,campo alegre de goias,,
Region,MG,chacara,,
Region,BA,sao jose da vitoria,,
Region,CE,frecheirinha,,
Region,BA,palmeiras,,
Region,MT,nortelandia,,
Region,ES,celina,,
Region,BA,canudos,,
Region,MA,carutapera,,
Region,MG,sao joao da mata,,
Region,SC,quilombo,,
Region,BA,belo campo,,
Region,RN,poco de pedra,,
Region,SE,macambira,,
Region,CE,sao luis do curu,,
Region,RS,ipe,,
Region,SP,estrela do norte,,
Region,MG,sao miguel do anta,,
Region,MG,pocrane,,
Region,MG,bueno brandao,,
Region,BA,irara,,
Region,MG,ladainha,,
Region,MG,claraval,,
Region,SP,santa barbara d oeste,,
Region,MG,sao francisco do humaita,,
Region,RS,tres arroios,,
Region,PI,isaias coelho,,
Region,RN,lagoa d'anta,,
Region,MG,pequi,,
Region,RN,ipueira,,
Region,MG,desembargador otoni,,
Region,BA,apuarema,,
Region,RJ,ibitioca,,
Region,MG,serra bonita,,
Region,CE,deputado irapuan pinheiro,,
Region,RS,miraguai,,
Region,BA,sao miguel das matas,,
Region,MG,felicio dos santos,,
Region,MG,ipuiuna,,
Region,SC,arroio trinta,,
Region,BA,pindobacu,,
Region,PE,correntes,,
Region,BA,america dourada,,
Region,GO,carmo do rio verde,,
Region,MG,sao roque de minas,,
Region,SP,emilianopolis,,
Region,AM,urucurituba,,
Region,MG,cachoeira da prata,,
Region,MG,azurita,,
Region,SP,rinopolis,,
Region,MG,sao goncalo do rio das pedras,,
Region,BA,itaparica,,
Region,SP,sao joao de iracema,,
Region,MT,nova olimpia,,
Region,BA,brotas de macaubas,,
Region,PR,alto alegre,,
Region,PR,abatia,,
Region,RS,david canabarro,,
Region,BA,teolandia,,
Region,MT,cotriguacu,,
Region,BA,aramari,,
Region,RJ,purilandia,,
Region,RJ,sao joao do paraiso,,
Region,ES,piacu,,
Region,MA,parnarama,,
Region,MG,luz,,
Region,PR,ventania,,
Region,SP,porangaba,,
Region,BA,sao domingos,,
Region,MG,acaiaca,,
Region,PE,cha grande,,
Region,GO,alvorada do norte,,
Region,MG,ataleia,,
Region,BA,ibiassuce,,
Region,PR,lindoeste,,
Region,CE,saboeiro,,
Region,SE,boquim,,
Region,RS,agua santa,,
Region,GO,matrincha,,
Region,SP,euclides da cunha paulista,,
Region,SP,poloni,,
Region,SC,jaguaruna,,
Region,TO,alianca do tocantins,,
Region,RS,macambara,,
Region,MG,ibertioga,,
Region,PI,luzilandia,,
Region,MG,nazareno,,
Region,PE,panelas,,
Region,MG,rio preto,,
Region,AL,lagoa da canoa,,
Region,BA,ichu,,
Region,PR,jaboti,,
Region,PR,santa amelia,,
Region,ES,santo antonio do canaa,,
Region,PE,santa filomena,,
Region,CE,itapage,,
Region,GO,sao joao da parauna,,
Region,PB,pedras de fogo,,
Region,SE,itaporanga d'ajuda,,
Region,RN,jose da penha,,
Region,PI,baixa grande do ribeiro,,
Region,SC,romelandia,,
Region,ES,pancas,,
Region,PB,areial,,
Region,PR,rio verde,,
Region,GO,mimoso de goias,,
Region,PR,marilandia do sul,,
Region,AL,monteiropolis,,
Region,RN,governador dix-sept rosado,,
Region,MG,santa fe de minas,,
Region,PB,triunfo,,
Region,RN,alexandria,,
Region,BA,muritiba,,
Region,GO,jesupolis,,
Region,RS,capivari do sul,,
Region,MG,santo antonio dos campos,,
Region,GO,cavalcante,,
Region,PR,roncador,,
Region,PR,espigao alto do iguacu,,
Region,SP,marinopolis,,
Region,GO,sao patricio,,
Region,PR,pranchita,,
Region,BA,abaira,,
Region,SP,sao sebastiao da serra,,
Region,RS,jaguari,,
Region,ES,aguia branca,,
Region,RS,fazenda vilanova,,
Region,SE,itabaianinha,,
Region,RS,capao da porteira,,
Region,BA,nova canaa,,
Region,GO,aragarcas,,
Region,RN,guamare,,
Region,SP,nova campina,,
Region,RS,lagoao,,
Region,PI,campo grande do piaui,,
Region,RS,bossoroca,,
Region,RS,sao vendelino,,
Region,AL,barra de sao miguel,,
Region,CE,massape,,
Region,RS,campina das missoes,,
Region,PR,salgado filho,,
Region,PI,conceicao do caninde,,
Region,SC,picarras,,
Region,PA,novo repartimento,,
Region,PR,mariopolis,,
Region,BA,itabatan,,
Region,PR,sapopema,,
Region,SP,aguas de santa barbara,,
Region,BA,iramaia,,
Region,MA,mirinzal,,
Region,MG,sao joao do manhuacu,,
Region,MG,porto firme,,
Region,GO,nova crixas,,
Region,BA,maragogipe,,
Region,MG,capim branco,,
Region,PI,sao lourenco do piaui,,
Region,CE,groairas,,
Region,PI,novo oriente do piaui,,
Region,GO,agua fria de goias,,
Region,MA,buriti,,
Region,PR,eneas marques,,
Region,MG,carlos chagas,,
Region,CE,chaval,,
Region,PI,pio ix,,
Region,MG,urucuia,,
Region,SP,tecainda,,
Region,MA,jatoba,,
Region,PB,aroeiras,,
Region,BA,jaua,,
Region,PI,sao jose do piaui,,
Region,PB,remigio,,
Region,PB,santa cecilia,,
Region,MG,guiricema,,
Region,MG,rio espera,,
Region,RO,cabixi,,
Region,RN,sitio novo,,
Region,GO,cocalzinho de goias,,
Region,PI,alegrete do piaui,,
Region,MG,mendonca,,
Region,RN,sao jose do serido,,
Region,BA,presidente janio quadros,,
Region,RS,ivora,,
Region,CE,guassusse,,
Region,MG,perpetuo socorro,,
Region,PR,luiziana,,
Region,CE,pacoti,,
Region,MT,nova canaa do norte,,
Region,SC,belmonte,,
Region,PR,quatro pontes,,
Region,MG,simao pereira,,
Region,MG,piracema,,
Region,RJ,bom jesus do querendo,,
Region,MG,dom joaquim,,
Region,MT,santo antonio do leste,,
Region,BA,heliopolis,,
Region,MG,ribeiro junqueira,,
Region,RS,ibarama,,
Region,MG,urucania,,
Region,SC,sao domingos,,
Region,GO,cachoeira dourada,,
Region,PA,mae do rio,,
Region,RN,ielmo marinho,,
Region,MG,sao jose do divino,,
Region,SC,witmarsum,,
Region,AL,taquarana,,
Region,MG,paiva,,
Region,SP,caiua,,
Region,MG,ritapolis,,
Region,RS,esmeralda,,
Region,RS,vespasiano correa,,
Region,BA,candeal,,
Region,PE,macaparana,,
Region,GO,aruana,,
Region,RS,putinga,,
Region,CE,carire,,
Region,RN,patu,,
Region,BA,ubata,,
Region,GO,mara rosa,,
Region,MG,turvolandia,,
Region,BA,barra,,
Region,RS,santa barbara do sul,,
Region,PR,ourizona,,
Region,BA,nova fatima,,
Region,SP,santa maria da serra,,
Region,PE,capoeiras,,
Region,SP,itirapina,,
Region,SP,lucianopolis,,
Region,RS,victor graeff,,
Region,PR,chopinzinho,,
Region,CE,parambu,,
Region,RS,vila langaro,,
Region,RJ,visconde de maua,,
Region,MT,salto do ceu,,
Region,CE,varzea alegre,,
Region,SC,paial,,
Region,BA,jussari,,
Region,PB,alagoa grande,,
Region,MG,central de santa helena,,
Region,BA,cravolandia,,
Region,MG,brejo bonito,,
Region,RS,sao joao da urtiga,,
Region,RS,alto alegre,,
Region,PI,ilha grande,,
Region,BA,tabocas do brejo velho,,
Region,RJ,tres irmaos,,
Region,PR,sao clemente,,
Region,MG,sao geraldo da piedade,,
Region,PR,jardim olinda,,
Region,PR,adhemar de barros,,
Region,MG,angustura,,
Region,PB,caldas brandao,,
Region,BA,dario meira,,
Region,GO,simolandia,,
Region,BA,oliveira dos brejinhos,,
Region,MG,machacalis,,
Region,PR,itaguaje,,
Region,MA,satubinha,,
Region,MG,senador firmino,,
Region,PR,clevelandia,,
Region,PR,iguatu,,
Region,MA,pastos bons,,
Region,BA,itapicuru,,
Region,MT,gaucha do norte,,
Region,MG,pirajuba,,
Region,PB,cubati,,
Region,MS,bataipora,,
Region,TO,centenario,,
Region,SP,estrela d oeste,,
Region,PR,ibema,,
Region,PE,quixada,,
Region,MG,matutina,,
Region,BA,pindai,,
Region,MG,carrancas,,
Region,GO,apore,,
Region,ES,jacigua,,
Region,MT,rio branco,,
Region,SP,lupercio,,
Region,GO,urutai,,
Region,MT,itiquira,,
Region,CE,madalena,,
Region,PI,agua branca,,
Region,MG,silvianopolis,,
Region,SC,caibi,,
Region,SP,nossa senhora do remedio,,
Region,ES,iuna,,
Region,BA,correntina,,
Region,RS,seberi,,
Region,SC,ipira,,
Region,PB,inga,,
Region,SC,lajeado grande,,
Region,MG,ibiracatu,,
Region,GO,sao luiz do norte,,
Region,PE,agua preta,,
Region,AL,luziapolis,,
Region,PR,cruzeiro do iguacu,,
Region,PR,maua da serra,,
Region,PA,floresta do araguaia,,
Region,RS,chiapetta,,
Region,RN,carnauba dos dantas,,
Region,MG,orizania,,
Region,MG,grupiara,,
Region,PR,amapora,,
Region,BA,itagimirim,,
Region,MG,itatiaiucu,,
Region,RN,riacho da cruz,,
Region,CE,flores,,
Region,MT,porto estrela,,
Region,PB,riacho de santo antonio,,
Region,PB,araruna,,
Region,PA,murucupi,,
Region,GO,mairipotaba,,
Region,PB,nova floresta,,
Region,TO,araguacu,,
Region,MG,corrego fundo,,
Region,TO,carmolandia,,
Region,SP,jeriquara,,
Region,SP,alfredo marcondes,,
Region,BA,mundo novo,,
Region,MG,paula candido,,
Region,MG,comercinho,,
Region,PR,boa esperanca,,
Region,PR,grandes rios,,
Region,MT,castanheira,,
Region,MG,santa cruz do prata,,
Region,ES,brejetuba,,
Region,MT,poxoreu,,
Region,MA,sao domingos do maranhao,,
Region,GO,corumba de goias,,
Region,PR,farol,,
Region,SC,angelina,,
Region,RS,barao de cotegipe,,
Region,BA,itagiba,,
Region,PE,jatauba,,
Region,SP,jaborandi,,
Region,RN,sao fernando,,
Region,MG,piau,,
Region,SC,abdon batista,,
Region,BA,sao desiderio,,
Region,RS,charrua,,
Region,RS,mariano moro,,
Region,SP,natividade da serra,,
Region,MT,tapurah,,
Region,MG,inhauma,,
Region,BA,brejoes,,
Region,PR,imbau,,
Region,MG,coracao de jesus,,
Region,CE,barreira,,
Region,MT,juscimeira,,
Region,RN,felipe guerra,,
Region,RS,maquine,,
Region,GO,aurilandia,,
Region,RS,sao nicolau,,
Region,PR,santana,,
Region,BA,ibirapua,,
Region,RS,protasio alves,,
Region,PE,caetes,,
Region,BA,mascote,,
Region,PR,doutor ulysses,,
Region,SC,coronel martins,,
Region,TO,divinopolis do tocantins,,
Region,GO,araguapaz,,
Region,RO,mirante da serra,,
Region,SP,sao francisco,,
Region,MG,passa tempo,,
Region,MA,miranda do norte,,
Region,TO,lajeado,,
Region,MS,tacuru,,
Region,BA,biritinga,,
Region,RN,severiano melo,,
Region,PB,pitanga de estrada,,
Region,MG,morro do ferro,,
Region,MG,sao joao das missoes,,
Region,PI,santa cruz do piaui,,
Region,RS,erebango,,
Region,RS,nova araca,,
Region,CE,mucambo,,
Region,MG,bela vista de minas,,
Region,MG,serranopolis de minas,,
Region,SP,bora,,
Region,MG,cachoeira dourada,,
Region,ES,vila nelita,,
Region,BA,wagner,,
Region,GO,santo antonio de goias,,
Region,GO,ipiranga de goias,,
Region,MG,sardoa,,
Region,RO,presidente medici,,
Region,RS,silveira martins,,
Region,MG,aracitaba,,
Region,PB,areia,,
Region,SC,morro grande,,
Region,MG,antunes,,
Region,RJ,sacra familia do tingua,,
Region,SC,jose boiteux,,
Region,MG,ferros,,
Region,PB,bonito de santa fe,,
Region,PA,mojui dos campos,,
Region,BA,central,,
Region,BA,saude,,
Region,BA,maiquinique,,
Region,MG,andrelandia,,
Region,MG,senador modestino goncalves,,
Region,MA,araguana,,
Region,MG,campo alegre de minas,,
Region,SP,meridiano,,
Region,RS,andre da rocha,,
Region,PR,sede alvorada,,
Region,PR,sao jose da boa vista,,
Region,SC,sao cristovao do sul,,
Region,PR,quinta do sol,,
Region,BA,ibitiara,,
Region,SC,treviso,,
Region,RS,alpestre,,
Region,RO,guajara-mirim,,
Region,BA,barro preto,,
Region,MG,dionisio,,
Region,PR,jardim alegre,,
Region,SC,cerro negro,,
